"","School","State","School.Type","Total.Disbursements","Year"
"325","SOUTHERN CALIFORNIA UNIVERSITY OF HEALTH SCIENCES","CA","Private-Nonprofit",38659.38,"1011"
"326","AMERICAN RIVER COLLEGE","CA","Public",40343586,"1011"
"327","SACRAMENTO CITY COLLEGE","CA","Public",27293389,"1011"
"328","MENLO COLLEGE","CA","Private-Nonprofit",898942,"1011"
"329","MERCED COLLEGE","CA","Public",25228957.73,"1011"
"330","MILLS COLLEGE","CA","Private-Nonprofit",2252873.25,"1011"
"331","MIRACOSTA COLLEGE","CA","Public",5711833,"1011"
"332","MODESTO JUNIOR COLLEGE","CA","Public",26752944.45,"1011"
"333","MONTEREY PENINSULA COLLEGE","CA","Public",5706003,"1011"
"334","MOUNT SAINT MARY'S COLLEGE","CA","Private-Nonprofit",5854912.85,"1011"
"335","MOUNT SAN ANTONIO COLLEGE","CA","Public",36529826,"1011"
"336","MT. SAN JACINTO COLLEGE","CA","Public",17378921.35,"1011"
"337","NAPA VALLEY COLLEGE","CA","Public",6105397.88,"1011"
"338","OCCIDENTAL COLLEGE","CA","Private-Nonprofit",2421625,"1011"
"339","ORANGE COAST COLLEGE","CA","Public",18582817,"1011"
"340","OTIS COLLEGE OF ART AND DESIGN","CA","Private-Nonprofit",2643569.57,"1011"
"341","HOPE INTERNATIONAL UNIVERSITY","CA","Private-Nonprofit",1283263.5,"1011"
"342","FRESNO PACIFIC UNIVERSITY","CA","Private-Nonprofit",6100846.75,"1011"
"343","PACIFIC OAKS COLLEGE","CA","Private-Nonprofit",215985.43,"1011"
"344","PACIFIC UNION COLLEGE","CA","Private-Nonprofit",2604726.93,"1011"
"345","PALO VERDE COLLEGE","CA","Public",1541404,"1011"
"346","PALOMAR COLLEGE","CA","Public",12873997.28,"1011"
"347","PASADENA CITY COLLEGE","CA","Public",30018188,"1011"
"348","POINT LOMA NAZARENE UNIVERSITY","CA","Private-Nonprofit",2985446,"1011"
"349","LANEY COLLEGE","CA","Public",12440716.25,"1011"
"350","MERRITT COLLEGE","CA","Public",5812040.62,"1011"
"351","PORTERVILLE COLLEGE","CA","Public",9738769,"1011"
"352","RIO HONDO COMMUNITY COLLEGE","CA","Public",18681039,"1011"
"353","RIVERSIDE CITY COLLEGE","CA","Public",44588248.53,"1011"
"354","SAN BERNARDINO VALLEY COLLEGE","CA","Public",17011905.29,"1011"
"355","SAN DIEGO CITY COLLEGE","CA","Public",25373910.97,"1011"
"356","SAN DIEGO MESA COLLEGE","CA","Public",15986978.29,"1011"
"357","SAN FRANCISCO CONSERVATORY OF MUSIC","CA","Private-Nonprofit",228698,"1011"
"358","SAN JOAQUIN DELTA COLLEGE","CA","Public",32788720,"1011"
"359","WILLIAM JESSUP UNIVERSITY","CA","Private-Nonprofit",1383160.59,"1011"
"360","SAN JOSE CITY COLLEGE","CA","Public",9315992.64,"1011"
"361","SANTA ANA COLLEGE","CA","Public",13297860.19,"1011"
"362","SANTA BARBARA CITY COLLEGE","CA","Public",14995052.36,"1011"
"363","SANTA MONICA COLLEGE","CA","Public",26456943,"1011"
"364","SANTA ROSA JUNIOR COLLEGE - SANTA ROSA","CA","Public",15368824.05,"1011"
"365","SHASTA COLLEGE","CA","Public",12834846.5,"1011"
"366","SIERRA COLLEGE","CA","Public",22633243,"1011"
"367","SIMPSON UNIVERSITY","CA","Private-Nonprofit",2674231.25,"1011"
"368","SOLANO COMMUNITY COLLEGE","CA","Public",10623984.77,"1011"
"369","VANGUARD UNIVERSITY OF SOUTHERN CALIFORNIA","CA","Private-Nonprofit",3015441.59,"1011"
"370","SOUTHWESTERN COLLEGE","CA","Public",21745048.01,"1011"
"371","SAINT MARY'S COLLEGE OF CALIFORNIA","CA","Private-Nonprofit",4220814.67,"1011"
"372","STANFORD UNIVERSITY","CA","Private-Nonprofit",6339938.09,"1011"
"373","FRESNO CITY COLLEGE","CA","Public",37251101,"1011"
"374","REEDLEY COLLEGE","CA","Public",19480656,"1011"
"375","TAFT COLLEGE","CA","Public",3458051.8,"1011"
"376","UNIVERSITY OF CALIFORNIA, BERKELEY","CA","Public",49988239,"1011"
"377","UNIVERSITY OF CALIFORNIA, DAVIS","CA","Public",55878011,"1011"
"378","UNIVERSITY OF CALIFORNIA, IRVINE","CA","Public",45007938,"1011"
"379","UNIVERSITY OF CALIFORNIA, LOS ANGELES","CA","Public",54137562.68,"1011"
"380","UNIVERSITY OF CALIFORNIA, RIVERSIDE","CA","Public",56419357,"1011"
"381","UNIVERSITY OF CALIFORNIA, SAN DIEGO","CA","Public",62255773,"1011"
"382","UNIVERSITY OF CALIFORNIA, SANTA BARBARA","CA","Public",37346726,"1011"
"383","UNIVERSITY OF CALIFORNIA, SANTA CRUZ","CA","Public",30159914,"1011"
"384","UNIVERSITY OF REDLANDS","CA","Private-Nonprofit",3994706,"1011"
"385","UNIVERSITY OF SAN FRANCISCO","CA","Private-Nonprofit",7497470,"1011"
"386","SANTA CLARA UNIVERSITY","CA","Private-Nonprofit",3653614,"1011"
"387","UNIVERSITY OF SOUTHERN CALIFORNIA","CA","Private-Nonprofit",18253388,"1011"
"388","UNIVERSITY OF THE PACIFIC","CA","Private-Nonprofit",7495509.84,"1011"
"389","VENTURA COLLEGE","CA","Public",13056224,"1011"
"390","VICTOR VALLEY COMMUNITY COLLEGE","CA","Public",21222364,"1011"
"391","WEST VALLEY COLLEGE","CA","Public",6961228.18,"1011"
"392","WESTMONT COLLEGE","CA","Private-Nonprofit",1269820.34,"1011"
"393","WHITTIER COLLEGE","CA","Private-Nonprofit",2466135,"1011"
"394","WOODBURY UNIVERSITY","CA","Private-Nonprofit",3227480,"1011"
"395","YUBA COLLEGE","CA","Public",13424119.09,"1011"
"396","AMERICAN JEWISH UNIVERSITY","CA","Private-Nonprofit",168650,"1011"
"397","SAN FRANCISCO ART INSTITUTE","CA","Private-Nonprofit",582902.61,"1011"
"398","DE ANZA COMMUNITY COLLEGE","CA","Public",14722211,"1011"
"399","OHLONE COLLEGE","CA","Public",5540716.02,"1011"
"400","JOHN F. KENNEDY UNIVERSITY","CA","Private-Nonprofit",363263,"1011"
"401","PATTEN UNIVERSITY","CA","Private-Nonprofit",1437639,"1011"
"402","EVEREST COLLEGE","CA","Proprietary",3815875.67,"1011"
"403","CITY COLLEGE OF SAN FRANCISCO","CA","Public",35995702.98,"1011"
"404","DOWNEY ADULT SCHOOL","CA","Public",651120,"1011"
"405","HACIENDA LA PUENTE ADULT EDUCATION","CA","Public",923470,"1011"
"406","LOS ANGELES COUNTY COLLEGE OF NURSING AND ALLIED HEALTH","CA","Public",217430,"1011"
"407","COLLEGE OF ALAMEDA","CA","Public",5286912.64,"1011"
"408","CASA LOMA COLLEGE","CA","Private-Nonprofit",3325292.04,"1011"
"409","CANADA COLLEGE","CA","Public",3919848,"1011"
"410","LINCOLN UNIVERSITY","CA","Private-Nonprofit",146594.5,"1011"
"411","SAMUEL MERRITT UNIVERSITY","CA","Private-Nonprofit",573336,"1011"
"412","LOS ANGELES SOUTHWEST COLLEGE","CA","Public",12386282.84,"1011"
"413","BELLUS ACADEMY","CA","Proprietary",987822.9,"1011"
"414","MOORPARK COLLEGE","CA","Public",7554842,"1011"
"415","NEWBERRY SCHOOL OF BEAUTY","CA","Proprietary",566302,"1011"
"416","LYLE'S COLLEGE OF BEAUTY","CA","Proprietary",997215.47,"1011"
"417","BRYAN UNIVERSITY","CA","Proprietary",4819892.48,"1011"
"418","NORTH ADRIAN'S BEAUTY COLLEGE","CA","Proprietary",1249587.6,"1011"
"419","WYOTECH","CA","Proprietary",7462045.01,"1011"
"420","SALON SUCCESS ACADEMY","CA","Proprietary",697118,"1011"
"421","MODERN BEAUTY ACADEMY - OXNARD","CA","Proprietary",359354.3,"1011"
"422","WESTERN BEAUTY INSTITUTE","CA","Proprietary",3896015.87,"1011"
"423","HEALD COLLEGE","CA","Proprietary",19783053,"1011"
"424","FEDERICO BEAUTY INSTITUTE","CA","Proprietary",861802,"1011"
"425","COLEMAN UNIVERSITY","CA","Private-Nonprofit",2638305.67,"1011"
"426","MARINELLO SCHOOLS OF BEAUTY","CA","Proprietary",14822063,"1011"
"427","HEALD COLLEGE","CA","Proprietary",7079845,"1011"
"428","ACADEMY OF ART UNIVERSITY","CA","Proprietary",19451857,"1011"
"429","COSUMNES RIVER COLLEGE","CA","Public",15643970,"1011"
"430","EVEREST COLLEGE","CA","Proprietary",1537433.35,"1011"
"431","CONCORDE CAREER COLLEGE","CA","Proprietary",3474524,"1011"
"432","COLUMBIA COLLEGE","CA","Public",2984713.86,"1011"
"433","SKYLINE COLLEGE","CA","Public",7734474,"1011"
"434","CONCORDE CAREER COLLEGE","CA","Proprietary",3308272,"1011"
"435","CALIFORNIA STATE UNIVERSITY, BAKERSFIELD","CA","Public",19642670.5,"1011"
"436","CONCORDE CAREER COLLEGE","CA","Proprietary",3460079,"1011"
"437","BUTTE COLLEGE","CA","Public",26757511.65,"1011"
"438","EVEREST COLLEGE","CA","Proprietary",5167756.34,"1011"
"439","HEALD COLLEGE","CA","Proprietary",12055760,"1011"
"440","HEALD COLLEGE","CA","Proprietary",11334027,"1011"
"441","CONCORDE CAREER COLLEGE","CA","Proprietary",4819397,"1011"
"442","WEST LOS ANGELES COLLEGE","CA","Public",13963980.63,"1011"
"443","FEATHER RIVER COLLEGE","CA","Public",2553911,"1011"
"444","CALIFORNIA CHRISTIAN COLLEGE","CA","Private-Nonprofit",58724.18,"1011"
"445","COLLEGE OF THE CANYONS","CA","Public",11715160,"1011"
"446","SADDLEBACK COLLEGE","CA","Public",8631407,"1011"
"447","ASSOCIATED TECHNICAL COLLEGE","CA","Proprietary",4116306.54,"1011"
"448","EMPIRE COLLEGE","CA","Proprietary",2136269.94,"1011"
"449","CRAFTON HILLS COLLEGE","CA","Public",5070227.47,"1011"
"450","CHARLES A. JONES SKILLS AND BUSINESS EDUCATION CENTER","CA","Public",2423895.7,"1011"
"451","CARRINGTON COLLEGE CALIFORNIA","CA","Proprietary",26887394.21,"1011"
"452","SANTA BARBARA BUSINESS COLLEGE","CA","Proprietary",2513067,"1011"
"453","CERRO COSO COMMUNITY COLLEGE","CA","Public",3646852,"1011"
"454","PEPPERDINE UNIVERSITY","CA","Private-Nonprofit",4106868.99,"1011"
"455","LOS MEDANOS COLLEGE","CA","Public",10371895.9,"1011"
"456","CHARLES DREW UNIVERSITY OF MEDICINE AND SCIENCE","CA","Private-Nonprofit",404386,"1011"
"457","UNIVERSITY OF SAN DIEGO","CA","Private-Nonprofit",3954603,"1011"
"458","MARYMOUNT COLLEGE","CA","Private-Nonprofit",1265627.75,"1011"
"459","EVEREST COLLEGE","CA","Proprietary",6583659,"1011"
"460","EVEREST COLLEGE","CA","Proprietary",3099511,"1011"
"461","EVEREST COLLEGE","CA","Proprietary",6422998.03,"1011"
"462","FASHION INSTITUTE OF DESIGN & MERCHANDISING -","CA","Proprietary",9127569.85,"1011"
"463","ALLIANT INTERNATIONAL UNIVERSITY","CA","Private-Nonprofit",341927,"1011"
"464","EVEREST COLLEGE","CA","Proprietary",1345724,"1011"
"465","EVEREST COLLEGE","CA","Proprietary",6529047,"1011"
"466","NATIONAL UNIVERSITY - LA JOLLA","CA","Private-Nonprofit",16765895,"1011"
"467","WESTWOOD COLLEGE - SOUTH BAY","CA","Proprietary",11612621,"1011"
"468","LOYOLA MARYMOUNT UNIVERSITY","CA","Private-Nonprofit",5798487.29,"1011"
"469","MENDOCINO COLLEGE","CA","Public",5610116,"1011"
"470","NORTH-WEST COLLEGE","CA","Proprietary",3223273,"1011"
"471","SAN DIEGO MIRAMAR COLLEGE","CA","Public",7947593.33,"1011"
"472","CALIFORNIA HAIR DESIGN ACADEMY","CA","Proprietary",1075037.7,"1011"
"473","LU ROSS ACADEMY","CA","Proprietary",677485.9,"1011"
"474","BELLUS ACADEMY","CA","Proprietary",388318.42,"1011"
"475","GALEN COLLEGE OF CALIFORNIA","CA","Proprietary",434654.53,"1011"
"476","SAN DIEGO CHRISTIAN COLLEGE","CA","Private-Nonprofit",1048050.34,"1011"
"477","EVEREST COLLEGE","CA","Proprietary",1631579,"1011"
"478","CALIFORNIA INSTITUTE OF INTEGRAL STUDIES","CA","Private-Nonprofit",261869,"1011"
"479","MANCHESTER BEAUTY COLLEGE","CA","Proprietary",515867,"1011"
"480","TULARE BEAUTY COLLEGE","CA","Proprietary",291440,"1011"
"481","UNIVERSAL COLLEGE OF BEAUTY","CA","Proprietary",434697,"1011"
"482","EVERGREEN VALLEY COLLEGE","CA","Public",13171102,"1011"
"483","LOS ANGELES MISSION COLLEGE","CA","Public",12221457.7,"1011"
"484","MARINELLO SCHOOL OF BEAUTY","CA","Proprietary",2652325,"1011"
"485","OXNARD COLLEGE","CA","Public",9403441,"1011"
"486","NORTH-WEST COLLEGE","CA","Proprietary",2642536,"1011"
"487","WYOTECH","CA","Proprietary",14140274.73,"1011"
"488","LAKE TAHOE COMMUNITY COLLEGE","CA","Public",2285364,"1011"
"489","MTI COLLEGE","CA","Proprietary",3651160.72,"1011"
"490","ROSEMEAD BEAUTY SCHOOL","CA","Proprietary",1815400,"1011"
"491","PROFESSIONAL INSTITUTE OF BEAUTY","CA","Proprietary",865264.88,"1011"
"492","HAIR CALIFORNIA BEAUTY ACADEMY","CA","Proprietary",142744.56,"1011"
"493","OCEANSIDE COLLEGE OF BEAUTY","CA","Proprietary",346721.93,"1011"
"494","LANCASTER BEAUTY SCHOOL","CA","Proprietary",692239.66,"1011"
"495","AMERICAN BEAUTY COLLEGE","CA","Proprietary",187932,"1011"
"496","SALON SUCCESS ACADEMY","CA","Proprietary",1531405,"1011"
"497","LYTLE'S REDWOOD EMPIRE BEAUTY COLLEGE","CA","Proprietary",367969.11,"1011"
"498","MARINELLO SCHOOL OF BEAUTY","CA","Proprietary",691998,"1011"
"499","PARIS BEAUTY COLLEGE","CA","Proprietary",418611,"1011"
"500","COASTLINE COMMUNITY COLLEGE","CA","Public",6553493,"1011"
"501","SIERRA COLLEGE OF BEAUTY","CA","Proprietary",561898.09,"1011"
"502","CALIFORNIA BEAUTY COLLEGE","CA","Proprietary",376732.75,"1011"
"503","CONCORDIA UNIVERSITY","CA","Private-Nonprofit",1991006,"1011"
"504","THE SOUTHERN CALIFORNIA INSTITUTE OF ARCHITECTURE","CA","Private-Nonprofit",1055583,"1011"
"505","MARINELLO SCHOOL OF BEAUTY","CA","Proprietary",3774405.5,"1011"
"506","ELEGANCE INTERNATIONAL","CA","Proprietary",326721.76,"1011"
"507","KAPLAN COLLEGE","CA","Proprietary",6951281,"1011"
"508","AMERICAN CONSERVATORY THEATER FOUNDATION","CA","Private-Nonprofit",5550,"1011"
"509","COLUMBIA COLLEGE-HOLLYWOOD","CA","Private-Nonprofit",697930,"1011"
"510","CALIFORNIA COLLEGE SAN DIEGO","CA","Proprietary",8248722.26,"1011"
"511","CUYAMACA COLLEGE","CA","Public",10801870,"1011"
"512","MISSION COLLEGE","CA","Public",9812181.94,"1011"
"513","SAN JOAQUIN VALLEY COLLEGE","CA","Proprietary",42697325,"1011"
"514","CAREER ACADEMY OF BEAUTY","CA","Proprietary",579798.67,"1011"
"515","VICTOR VALLEY BEAUTY COLLEGE","CA","Proprietary",815526.94,"1011"
"516","INSTITUTE FOR BUSINESS & TECHNOLOGY","CA","Proprietary",5007668.09,"1011"
"517","PALO ALTO UNIVERSITY","CA","Private-Nonprofit",243519,"1011"
"518","CLEVELAND CHIROPRACTIC COLLEGE","CA","Private-Nonprofit",192482,"1011"
"519","MUSICIANS INSTITUTE","CA","Proprietary",2507279.85,"1011"
"520","ESTES INSTITUTE OF COSMETOLOGY ARTS & SCIENCES","CA","Proprietary",507313,"1011"
"521","ARGOSY UNIVERSITY","CA","Proprietary",108432469.05,"1011"
"522","BRIDGES ACADEMY OF BEAUTY","CA","Proprietary",42827,"1011"
"523","MOLER BARBER COLLEGE","CA","Proprietary",148617,"1011"
"524","HEALD COLLEGE","CA","Proprietary",7808281,"1011"
"525","SIERRA VALLEY COLLEGE OF COURT REPORTING","CA","Proprietary",625524,"1011"
"526","MADERA BEAUTY COLLEGE","CA","Proprietary",335978,"1011"
"527","SALON SUCCESS ACADEMY","CA","Proprietary",309854,"1011"
"528","COLLEEN O'HARA'S BEAUTY ACADEMY","CA","Proprietary",1065214,"1011"
"529","CALIFORNIA CULINARY ACADEMY","CA","Proprietary",2399467.17,"1011"
"530","MARINELLO SCHOOL OF BEAUTY","CA","Proprietary",2410134,"1011"
"531","EAST LOS ANGELES COLLEGE","CA","Public",40628609.61,"1011"
"532","FREDRICK AND CHARLES BEAUTY COLLEGE","CA","Proprietary",445867.95,"1011"
"533","GEMOLOGICAL INSTITUTE OF AMERICA","CA","Private-Nonprofit",130987,"1011"
"534","FASHION CAREERS COLLEGE","CA","Proprietary",275530,"1011"
"535","THANH LE COLLEGE, SCHOOL OF COSMETOLOGY","CA","Proprietary",328726,"1011"
"536","SAN DIEGO CONTINUING EDUCATION","CA","Public",651285,"1011"
"537","AMERICAN CAREER COLLEGE","CA","Proprietary",18924772.7,"1011"
"538","BERKELEY CITY COLLEGE","CA","Public",4165063.7,"1011"
"539","INTERNATIONAL SCHOOL OF COSMETOLOGY","CA","Proprietary",955111.71,"1011"
"540","ALAMEDA BEAUTY COLLEGE","CA","Proprietary",824034,"1011"
"541","YESHIVA OHR ELCHONON CHABAD-WEST COAST TALMUDICAL SEMINARY","CA","Private-Nonprofit",485350,"1011"
"542","LIFE PACIFIC COLLEGE","CA","Private-Nonprofit",759268,"1011"
"543","SOUTH COAST COLLEGE","CA","Proprietary",1439629,"1011"
"544","ALHAMBRA BEAUTY COLLEGE","CA","Proprietary",1064823.65,"1011"
"545","HILLTOP BEAUTY SCHOOL","CA","Proprietary",845822.94,"1011"
"546","DESIGN INSTITUTE OF SAN DIEGO","CA","Proprietary",598237,"1011"
"547","PLATT COLLEGE, SAN DIEGO","CA","Proprietary",1601154.69,"1011"
"548","KAPLAN COLLEGE","CA","Proprietary",6891178.5,"1011"
"549","CLOVIS ADULT EDUCATION","CA","Public",681159.76,"1011"
"550","LA COLLEGE INTERNATIONAL","CA","Proprietary",3901171.81,"1011"
"551","LAGUNA COLLEGE OF ART AND DESIGN","CA","Private-Nonprofit",721789,"1011"
"552","CENTER FOR EMPLOYMENT TRAINING","CA","Private-Nonprofit",12526057.65,"1011"
"553","GLENDALE CAREER COLLEGE","CA","Proprietary",1979803,"1011"
"554","MARINELLO SCHOOL OF BEAUTY","CA","Proprietary",2072419,"1011"
"555","ACADEMY OF RADIO & TV BROADCASTING","CA","Proprietary",493835,"1011"
"556","BELLUS ACADEMY","CA","Proprietary",1581290.69,"1011"
"557","MONTEBELLO BEAUTY COLLEGE","CA","Proprietary",585133.78,"1011"
"558","KAPLAN COLLEGE","CA","Proprietary",6147299,"1011"
"559","THOMAS AQUINAS COLLEGE","CA","Private-Nonprofit",588363,"1011"
"560","SHASTA BIBLE COLLEGE AND GRADUATE SCHOOL","CA","Private-Nonprofit",180531,"1011"
"561","CR'U INSTITUTE OF COSMETOLOGY & BARBERING","CA","Proprietary",293533.05,"1011"
"562","MILAN INSTITUTE","CA","Proprietary",3250412,"1011"
"563","NATIONAL HISPANIC UNIVERSITY","CA","Proprietary",1449701,"1011"
"564","AVANCE' BEAUTY COLLEGE","CA","Proprietary",385586,"1011"
"565","CALIFORNIA CAREER SCHOOL","CA","Proprietary",27759.03,"1011"
"566","INTERIOR DESIGNERS INSTITUTE","CA","Proprietary",145023,"1011"
"567","ADRIANS BEAUTY COLLEGE OF TURLOCK","CA","Proprietary",722076,"1011"
"568","PALOMAR INSTITUTE OF COSMETOLOGY","CA","Proprietary",558583.24,"1011"
"569","KAPLAN COLLEGE","CA","Proprietary",6556884,"1011"
"570","IRVINE VALLEY COLLEGE","CA","Public",6305973,"1011"
"571","NATIONAL HOLISTIC INSTITUTE","CA","Proprietary",1933858.46,"1011"
"572","BROWNSON TECHNICAL SCHOOL","CA","Proprietary",701916,"1011"
"573","HYPNOSIS MOTIVATION INSTITUTE","CA","Private-Nonprofit",235480,"1011"
"574","MTI BUSINESS COLLEGE","CA","Proprietary",571931.04,"1011"
"575","KAPLAN COLLEGE","CA","Proprietary",7200876,"1011"
"576","ASSOCIATED TECHNICAL COLLEGE","CA","Proprietary",993033.66,"1011"
"577","DIVERSIFIED LANGUAGE INSTITUTE","CA","Proprietary",3977903.4,"1011"
"578","UNITED EDUCATION INSTITUTE","CA","Proprietary",59153009.15,"1011"
"579","INTERCOAST COLLEGES","CA","Proprietary",9368817.11,"1011"
"580","KAPLAN COLLEGE","CA","Proprietary",1925425,"1011"
"581","LOS ANGELES ORT TECHNICAL INSTITUTE","CA","Private-Nonprofit",3686627,"1011"
"582","SANTA BARBARA BUSINESS COLLEGE","CA","Proprietary",6173585,"1011"
"583","SANTA BARBARA BUSINESS COLLEGE","CA","Proprietary",2008530,"1011"
"584","NEWBRIDGE COLLEGE","CA","Proprietary",2920921.07,"1011"
"585","NORTH-WEST COLLEGE","CA","Proprietary",793409,"1011"
"586","HEALD COLLEGE","CA","Proprietary",7289402,"1011"
"587","HEALD COLLEGE","CA","Proprietary",7692801,"1011"
"588","HEALD COLLEGE","CA","Proprietary",10212446,"1011"
"589","ASIAN - AMERICAN INTERNATIONAL BEAUTY COLLEGE","CA","Proprietary",654212.18,"1011"
"590","CRIMSON TECHNICAL COLLEGE","CA","Proprietary",2992921,"1011"
"591","SOUTH BAYLO UNIVERSITY","CA","Private-Nonprofit",221469.09,"1011"
"592","CENTRAL COAST COLLEGE","CA","Proprietary",900960,"1011"
"593","PINNACLE COLLEGE","CA","Proprietary",952295,"1011"
"594","LOS ANGELES RECORDING SCHOOL","CA","Proprietary",21450,"1011"
"595","CALIFORNIA STATE UNIVERSITY, SAN MARCOS","CA","Public",14945845,"1011"
"596","CAPSTONE COLLEGE","CA","Proprietary",242838.85,"1011"
"597","DELL'ARTE INTERNATIONAL SCHOOL OF PHYSICAL THEATRE","CA","Private-Nonprofit",22200,"1011"
"598","PACIFIC COLLEGE OF ORIENTAL MEDICINE","CA","Proprietary",1194199,"1011"
"599","POMONA ADULT SCHOOL","CA","Public",531336,"1011"
"600","HEALD COLLEGE","CA","Proprietary",7791257,"1011"
"601","LAS POSITAS COLLEGE","CA","Public",6119127,"1011"
"602","FREMONT COLLEGE","CA","Proprietary",2190665.42,"1011"
"603","NEWSCHOOL OF ARCHITECTURE AND DESIGN","CA","Proprietary",1257155,"1011"
"604","KAPLAN COLLEGE","CA","Proprietary",1027144,"1011"
"605","ROYALE COLLEGE OF BEAUTY","CA","Proprietary",391903.76,"1011"
"606","WESTECH COLLEGE","CA","Proprietary",3333883.7,"1011"
"607","MOUNT DIABLO ADULT EDUCATION","CA","Public",255702,"1011"
"608","PLATT COLLEGE","CA","Proprietary",4754959,"1011"
"609","MODERN TECHNOLOGY SCHOOL","CA","Proprietary",758919,"1011"
"610","BALDWIN PARK ADULT SCHOOL","CA","Public",1234624,"1011"
"611","INSTITUTE OF TECHNOLOGY","CA","Proprietary",16691345,"1011"
"612","SAGE COLLEGE","CA","Proprietary",1274717.91,"1011"
"613","EVEREST COLLEGE","CA","Proprietary",10244649.59,"1011"
"614","WESTWOOD COLLEGE - LOS ANGELES","CA","Proprietary",39072527.41,"1011"
"615","MARTINEZ ADULT EDUCATION","CA","Public",130599.99,"1011"
"616","VENTURA ADULT AND CONTINUING EDUCATION","CA","Public",589173,"1011"
"617","MARINELLO SCHOOL OF BEAUTY","CA","Proprietary",2920247,"1011"
"618","CENTRAL CALIFORNIA SCHOOL OF CONTINUING EDUCATION","CA","Proprietary",747728,"1011"
"619","SUMMIT COLLEGE","CA","Proprietary",7104383.18,"1011"
"620","DONGGUK UNIVERSITY LOS ANGELES","CA","Private-Nonprofit",29558,"1011"
"621","UEI COLLEGE","CA","Proprietary",2712270.25,"1011"
"622","SOUTHERN CALIFORNIA INSTITUTE OF TECHNOLOGY","CA","Proprietary",4072442.08,"1011"
"623","EAST SAN GABRIEL VALLEY ROP AND TECHNICAL CENTER","CA","Public",2000592.74,"1011"
"624","JOHN WESLEY INTERNATIONAL BARBER AND BEAUTY COLLEGE","CA","Proprietary",570946,"1011"
"625","PREMIERE CAREER COLLEGE","CA","Proprietary",2160812.69,"1011"
"626","MT. SIERRA COLLEGE","CA","Proprietary",1420728,"1011"
"627","FIVE BRANCHES UNIVERSITY","CA","Private-Nonprofit",17200,"1011"
"628","AMERICAN COLLEGE OF HEALTHCARE","CA","Proprietary",2474884.21,"1011"
"629","A - TECHNICAL COLLEGE","CA","Proprietary",395588.33,"1011"
"630","FOUR-D COLLEGE","CA","Proprietary",4420913.14,"1011"
"631","PACIFIC STATES UNIVERSITY","CA","Private-Nonprofit",5550,"1011"
"632","EVEREST COLLEGE","CA","Proprietary",1160044.75,"1011"
"633","LE CORDON BLEU COLLEGE OF CULINARY ARTS","CA","Proprietary",29832130.1,"1011"
"634","AMERICAN UNIVERSITY OF HEALTH SCIENCES","CA","Proprietary",397127,"1011"
"635","CAREER NETWORKS INSTITUTE","CA","Proprietary",2407936.96,"1011"
"636","COMMUNITY BASED EDUCATION AND DEVELOPMENT","CA","Private-Nonprofit",1081572.92,"1011"
"637","CALIFORNIA STATE UNIVERSITY, MONTEREY BAY","CA","Public",9899792.53,"1011"
"638","BETHESDA UNIVERSITY OF CALIFORNIA","CA","Private-Nonprofit",172323,"1011"
"639","CHARTER COLLEGE","CA","Proprietary",7798863,"1011"
"640","PACIFIC COLLEGE","CA","Proprietary",1125047.9,"1011"
"641","BRISTOL UNIVERSITY","CA","Proprietary",93807,"1011"
"642","ACUPUNCTURE AND INTEGRATIVE MEDICINE COLLEGE, BERKELEY","CA","Private-Nonprofit",34307,"1011"
"643","SOUTHERN CALIFORNIA SEMINARY","CA","Private-Nonprofit",180645.06,"1011"
"644","SAINT FRANCIS CAREER COLLEGE","CA","Private-Nonprofit",643640.16,"1011"
"645","PROFESSIONAL GOLFERS CAREER COLLEGE","CA","Proprietary",934137.66,"1011"
"646","INTERNATIONAL CAREER DEVELOPMENT CENTER","CA","Proprietary",18471764.5,"1011"
"647","BRYAN COLLEGE","CA","Proprietary",3404137.69,"1011"
