"","School","State","School.Type","Total.Disbursements","Year"
"341","WEBBER INTERNATIONAL UNIVERSITY","FL","Private-Nonprofit",2110904,"1112"
"342","ABRAHAM BALDWIN AGRICULTURAL COLLEGE","GA","Public",6843411.63,"1112"
"343","AGNES SCOTT COLLEGE","GA","Private-Nonprofit",1643209.53,"1112"
"344","DARTON STATE COLLEGE","GA","Public",14934705.65,"1112"
"345","ALBANY STATE UNIVERSITY","GA","Public",15933972.39,"1112"
"346","ANDREW COLLEGE","GA","Private-Nonprofit",786213.33,"1112"
"347","ARMSTRONG ATLANTIC STATE UNIVERSITY","GA","Public",12980547.5,"1112"
"348","POINT UNIVERSITY","GA","Private-Nonprofit",4003019.15,"1112"
"349","BERRY COLLEGE","GA","Private-Nonprofit",2261938,"1112"
"350","THOMAS UNIVERSITY","GA","Private-Nonprofit",1922840,"1112"
"351","BRENAU UNIVERSITY","GA","Private-Nonprofit",3856131.1,"1112"
"352","BREWTON PARKER COLLEGE","GA","Private-Nonprofit",1458689,"1112"
"353","COLLEGE OF COASTAL GEORGIA","GA","Public",7964922,"1112"
"354","CLARK ATLANTA UNIVERSITY","GA","Private-Nonprofit",10572955.08,"1112"
"355","COLUMBUS STATE UNIVERSITY","GA","Public",14719793,"1112"
"356","GEORGIA PERIMETER COLLEGE","GA","Public",57259950.93,"1112"
"357","EMMANUEL COLLEGE","GA","Private-Nonprofit",1964530,"1112"
"358","EMORY UNIVERSITY","GA","Private-Nonprofit",7158691,"1112"
"359","FORT VALLEY STATE UNIVERSITY","GA","Public",13517457,"1112"
"360","GEORGIA INSTITUTE OF TECHNOLOGY","GA","Public",11930213.27,"1112"
"361","SOUTHERN POLYTECHNIC STATE UNIVERSITY","GA","Public",8829352.83,"1112"
"362","GEORGIA MILITARY COLLEGE","GA","Public",17887952.67,"1112"
"363","GEORGIA SOUTHERN UNIVERSITY","GA","Public",29691470,"1112"
"364","GEORGIA SOUTHWESTERN STATE UNIVERSITY","GA","Public",6013530,"1112"
"365","GEORGIA STATE UNIVERSITY","GA","Public",53729125,"1112"
"366","GORDON STATE COLLEGE","GA","Public",11820032.59,"1112"
"367","KENNESAW STATE UNIVERSITY","GA","Public",37365894,"1112"
"368","LAGRANGE COLLEGE","GA","Private-Nonprofit",1646141,"1112"
"369","GEORGIA REGENTS UNIVERSITY","GA","Public",11915935.1,"1112"
"370","MERCER UNIVERSITY","GA","Private-Nonprofit",8726840.11,"1112"
"371","MIDDLE GEORGIA STATE COLLEGE","GA","Public",21271546.41,"1112"
"372","MOREHOUSE COLLEGE","GA","Private-Nonprofit",5411666,"1112"
"373","UNIVERSITY OF NORTH GEORGIA","GA","Public",22508029.73,"1112"
"374","OGLETHORPE UNIVERSITY","GA","Private-Nonprofit",1980756,"1112"
"375","PAINE COLLEGE","GA","Private-Nonprofit",3359002,"1112"
"376","PIEDMONT COLLEGE","GA","Private-Nonprofit",3434374,"1112"
"377","REINHARDT UNIVERSITY","GA","Private-Nonprofit",1738903,"1112"
"378","SAVANNAH STATE UNIVERSITY","GA","Public",15710106.14,"1112"
"379","SHORTER UNIVERSITY","GA","Private-Nonprofit",8268091,"1112"
"380","SOUTH GEORGIA STATE COLLEGE","GA","Public",9925990.85,"1112"
"381","SPELMAN COLLEGE","GA","Private-Nonprofit",4801434.33,"1112"
"382","TOCCOA FALLS COLLEGE","GA","Private-Nonprofit",1921896,"1112"
"383","TRUETT MCCONNELL COLLEGE","GA","Private-Nonprofit",1293152.56,"1112"
"384","UNIVERSITY OF GEORGIA","GA","Public",27287139,"1112"
"385","VALDOSTA STATE UNIVERSITY","GA","Public",22001114,"1112"
"386","WESLEYAN COLLEGE","GA","Private-Nonprofit",1036887,"1112"
"387","UNIVERSITY OF WEST GEORGIA","GA","Public",21415904,"1112"
"388","GEORGIA COLLEGE & STATE UNIVERSITY","GA","Public",5246872,"1112"
"389","YOUNG HARRIS COLLEGE","GA","Private-Nonprofit",1607718,"1112"
"390","CHAMINADE UNIVERSITY OF HONOLULU","HI","Private-Nonprofit",3865463.47,"1112"
"391","BRIGHAM YOUNG UNIVERSITY - HAWAII","HI","Private-Nonprofit",4273518.06,"1112"
"392","UNIVERSITY OF HAWAII AT MANOA","HI","Public",18651558.28,"1112"
"393","UNIVERSITY OF HAWAII AT HILO","HI","Public",7319420.65,"1112"
"394","HONOLULU COMMUNITY COLLEGE","HI","Public",3592259.23,"1112"
"395","KAPIOLANI COMMUNITY COLLEGE","HI","Public",5504532.31,"1112"
"396","KAUAI COMMUNITY COLLEGE","HI","Public",1965463.16,"1112"
"397","UNIVERSITY OF HAWAII MAUI COLLEGE","HI","Public",7864118,"1112"
"398","BOISE STATE UNIVERSITY","ID","Public",31430841,"1112"
"399","COLLEGE OF IDAHO (THE)","ID","Private-Nonprofit",1501289.17,"1112"
"400","COLLEGE OF SOUTHERN IDAHO","ID","Public",32201660,"1112"
"401","IDAHO STATE UNIVERSITY","ID","Public",26246531.74,"1112"
"402","LEWIS-CLARK STATE COLLEGE","ID","Public",8019949,"1112"
"403","NORTH IDAHO COLLEGE","ID","Public",13775803.81,"1112"
"404","NORTHWEST NAZARENE UNIVERSITY","ID","Private-Nonprofit",2498000.88,"1112"
"405","BRIGHAM YOUNG UNIVERSITY-IDAHO","ID","Private-Nonprofit",46754630.38,"1112"
"406","UNIVERSITY OF IDAHO","ID","Public",17352156,"1112"
"407","AMERICAN ACADEMY OF ART","IL","Proprietary",867028,"1112"
"408","AUGUSTANA COLLEGE","IL","Private-Nonprofit",1976789,"1112"
"409","AURORA UNIVERSITY","IL","Private-Nonprofit",4496605.36,"1112"
"410","SOUTHWESTERN ILLINOIS COLLEGE","IL","Public",17344408.53,"1112"
"411","BLACK HAWK COLLEGE","IL","Public",8891946,"1112"
"412","BLACKBURN UNIVERSITY","IL","Private-Nonprofit",1185672.7,"1112"
"413","PRAIRIE STATE COLLEGE","IL","Public",10172236.55,"1112"
"414","BRADLEY UNIVERSITY","IL","Private-Nonprofit",5200748,"1112"
"415","SPOON RIVER COLLEGE","IL","Public",2988429.97,"1112"
"416","CITY COLLEGES OF CHICAGO SYSTEM OFFICE","IL","Public",11101,"1112"
"417","CITY COLLEGES OF CHICAGO HARRY S TRUMAN COLLEGE","IL","Public",13773631.5,"1112"
"418","RICHARD J DALEY COLLEGE-CITY COLLEGES OF CHICAGO","IL","Public",12572317.21,"1112"
"419","CITY COLLEGES OF CHICAGO - MALCOLM X COLLEGE","IL","Public",15926325.04,"1112"
"420","HAROLD WASHINGTON COLLEGE","IL","Public",24168276.17,"1112"
"421","CITY COLLEGES OF CHICAGO - KENNEDY KING COLLEGE","IL","Public",18173859.7,"1112"
"422","WILBUR WRIGHT COLLEGE","IL","Public",16325166.4,"1112"
"423","UNIVERSITY OF SAINT FRANCIS","IL","Private-Nonprofit",2440373,"1112"
"424","COLUMBIA COLLEGE","IL","Private-Nonprofit",17543496.05,"1112"
"425","CONCORDIA UNIVERSITY","IL","Private-Nonprofit",2756029.79,"1112"
"426","DANVILLE AREA COMMUNITY COLLEGE","IL","Public",4831385.59,"1112"
"427","DEPAUL UNIVERSITY","IL","Private-Nonprofit",24559028.75,"1112"
"428","EASTERN ILLINOIS UNIVERSITY","IL","Public",15800571,"1112"
"429","ELGIN COMMUNITY COLLEGE","IL","Public",12276890.99,"1112"
"430","ELMHURST COLLEGE","IL","Private-Nonprofit",3943772,"1112"
"431","EUREKA COLLEGE","IL","Private-Nonprofit",1231420,"1112"
"432","HIGHLAND COMMUNITY COLLEGE","IL","Public",4166776.06,"1112"
"433","GREENVILLE COLLEGE","IL","Private-Nonprofit",2351636,"1112"
"434","HEBREW THEOLOGICAL COLLEGE","IL","Private-Nonprofit",1238207,"1112"
"435","ILLINOIS COLLEGE","IL","Private-Nonprofit",1296340,"1112"
"436","ILLINOIS INSTITUTE OF TECHNOLOGY","IL","Private-Nonprofit",3715151.81,"1112"
"437","ILLINOIS STATE UNIVERSITY","IL","Public",18919673.7,"1112"
"438","NORTHEASTERN ILLINOIS UNIVERSITY","IL","Public",18420999,"1112"
"439","CHICAGO STATE UNIVERSITY","IL","Public",17944479.51,"1112"
"440","ILLINOIS WESLEYAN UNIVERSITY","IL","Private-Nonprofit",1491424,"1112"
"441","JOLIET JUNIOR COLLEGE","IL","Public",15138368.28,"1112"
"442","JUDSON UNIVERSITY","IL","Private-Nonprofit",1686528,"1112"
"443","KASKASKIA COLLEGE","IL","Public",7238947.69,"1112"
"444","KENDALL COLLEGE","IL","Proprietary",4170998,"1112"
"445","KNOX COLLEGE","IL","Private-Nonprofit",1576258,"1112"
"446","ILLINOIS VALLEY COMMUNITY COLLEGE","IL","Public",5709259.12,"1112"
"447","LAKE FOREST COLLEGE","IL","Private-Nonprofit",2208739,"1112"
"448","LEWIS UNIVERSITY","IL","Private-Nonprofit",5723038.49,"1112"
"449","LINCOLN CHRISTIAN UNIVERSITY","IL","Private-Nonprofit",1465819.59,"1112"
"450","LINCOLN COLLEGE","IL","Private-Nonprofit",3291529,"1112"
"451","LOYOLA UNIVERSITY CHICAGO","IL","Private-Nonprofit",13372852.75,"1112"
"452","MACCORMAC COLLEGE","IL","Private-Nonprofit",494691,"1112"
"453","MACMURRAY COLLEGE","IL","Private-Nonprofit",1419465,"1112"
"454","MCKENDREE UNIVERSITY","IL","Private-Nonprofit",3245933,"1112"
"455","MILLIKIN UNIVERSITY","IL","Private-Nonprofit",3709510.84,"1112"
"456","MONMOUTH COLLEGE","IL","Private-Nonprofit",2172923.92,"1112"
"457","MOODY BIBLE INSTITUTE","IL","Private-Nonprofit",3083917,"1112"
"458","MORTON COLLEGE","IL","Public",9127946.13,"1112"
"459","NATIONAL UNIVERSITY OF HEALTH SCIENCES (THE)","IL","Private-Nonprofit",158554,"1112"
"460","NATIONAL LOUIS UNIVERSITY","IL","Private-Nonprofit",3847553.67,"1112"
"461","NORTH CENTRAL COLLEGE","IL","Private-Nonprofit",2521324,"1112"
"462","NORTH PARK UNIVERSITY","IL","Private-Nonprofit",3328523,"1112"
"463","NORTHERN ILLINOIS UNIVERSITY","IL","Public",30819273,"1112"
"464","NORTHWESTERN UNIVERSITY","IL","Private-Nonprofit",4945794,"1112"
"465","OLIVET NAZARENE UNIVERSITY","IL","Private-Nonprofit",4508162.15,"1112"
"466","ILLINOIS EASTERN COMMUNITY COLLEGES - OLNEY CENTRAL COLLEGE","IL","Public",2413070,"1112"
"467","QUINCY UNIVERSITY","IL","Private-Nonprofit",2687962.89,"1112"
"468","ROBERT MORRIS UNIVERSITY ILLINOIS","IL","Private-Nonprofit",10993761,"1112"
"469","ROCK VALLEY COLLEGE","IL","Public",10912881.25,"1112"
"470","ROCKFORD UNIVERSITY","IL","Private-Nonprofit",2049775,"1112"
"471","ROOSEVELT UNIVERSITY","IL","Private-Nonprofit",6574332,"1112"
"472","DOMINICAN UNIVERSITY","IL","Private-Nonprofit",3692587,"1112"
"473","SAUK VALLEY COMMUNITY COLLEGE","IL","Public",3672408.99,"1112"
"474","SCHOOL OF THE ART INSTITUTE OF CHICAGO","IL","Private-Nonprofit",2581838,"1112"
"475","SHIMER COLLEGE","IL","Private-Nonprofit",238682.29,"1112"
"476","SOUTHEASTERN ILLINOIS COLLEGE","IL","Public",2936206,"1112"
"477","SOUTHERN ILLINOIS UNIVERSITY AT CARBONDALE","IL","Public",28024249.75,"1112"
"478","SOUTHERN ILLINOIS UNIVERSITY EDWARDSVILLE","IL","Public",16329680.5,"1112"
"479","BENEDICTINE UNIVERSITY","IL","Private-Nonprofit",6614395,"1112"
"480","SAINT XAVIER UNIVERSITY","IL","Private-Nonprofit",6336787.01,"1112"
"481","SOUTH SUBURBAN COLLEGE OF COOK COUNTY","IL","Public",18731678.53,"1112"
"482","TRINITY CHRISTIAN COLLEGE","IL","Private-Nonprofit",1986538.14,"1112"
"483","TRINITY INTERNATIONAL UNIVERSITY","IL","Private-Nonprofit",2800786.75,"1112"
"484","TRITON COLLEGE","IL","Public",14441194,"1112"
"485","UNIVERSITY OF CHICAGO (THE)","IL","Private-Nonprofit",3605034,"1112"
"486","UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN","IL","Public",27805966,"1112"
"487","UNIVERSITY OF ILLINOIS AT CHICAGO","IL","Public",36787364,"1112"
"488","VANDERCOOK COLLEGE OF MUSIC","IL","Private-Nonprofit",380304,"1112"
"489","ILLINOIS EASTERN COMMUNITY COLLEGES - WABASH VALLEY COLLEGE","IL","Public",1426991,"1112"
"490","WESTERN ILLINOIS UNIVERSITY","IL","Public",18292708,"1112"
"491","WHEATON COLLEGE","IL","Private-Nonprofit",2061400,"1112"
"492","WORSHAM COLLEGE OF MORTUARY SCIENCE","IL","Proprietary",179809,"1112"
"493","ANCILLA DOMINI COLLEGE","IN","Private-Nonprofit",1409078.49,"1112"
"494","ANDERSON UNIVERSITY","IN","Private-Nonprofit",3129308,"1112"
"495","BALL STATE UNIVERSITY","IN","Public",23184784,"1112"
"496","BETHEL COLLEGE","IN","Private-Nonprofit",4527022.94,"1112"
"497","BUTLER UNIVERSITY","IN","Private-Nonprofit",2708731,"1112"
"498","DEPAUW UNIVERSITY","IN","Private-Nonprofit",1845771,"1112"
"499","EARLHAM COLLEGE","IN","Private-Nonprofit",1201142.9,"1112"
"500","UNIVERSITY OF EVANSVILLE","IN","Private-Nonprofit",3011614.1,"1112"
"501","FRANKLIN COLLEGE OF INDIANA","IN","Private-Nonprofit",1661854,"1112"
"502","GOSHEN COLLEGE","IN","Private-Nonprofit",1117155,"1112"
"503","GRACE COLLEGE AND THEOLOGICAL SEMINARY","IN","Private-Nonprofit",1955015,"1112"
"504","HANOVER COLLEGE","IN","Private-Nonprofit",1381775,"1112"
"505","HUNTINGTON UNIVERSITY","IN","Private-Nonprofit",1637417,"1112"
"506","UNIVERSITY OF INDIANAPOLIS","IN","Private-Nonprofit",6416966.62,"1112"
"507","INDIANA INSTITUTE OF TECHNOLOGY","IN","Private-Nonprofit",11953886,"1112"
"508","INDIANA STATE UNIVERSITY","IN","Public",16941615,"1112"
"509","UNIVERSITY OF SOUTHERN INDIANA","IN","Public",12964988.39,"1112"
"510","INDIANA UNIVERSITY - BLOOMINGTON","IN","Public",27184091.82,"1112"
"511","INDIANA UNIVERSITY - EAST","IN","Public",6572247,"1112"
"512","INDIANA UNIVERSITY - PURDUE UNIVERSITY INDIANAPOLIS","IN","Public",37160431,"1112"
"513","INDIANA UNIVERSITY - KOKOMO","IN","Public",4967887,"1112"
"514","INDIANA UNIVERSITY - NORTHWEST","IN","Public",10998772,"1112"
"515","INDIANA UNIVERSITY - SOUTH BEND","IN","Public",12964970,"1112"
"516","INDIANA UNIVERSITY SOUTHEAST","IN","Public",10372859.01,"1112"
"517","MANCHESTER UNIVERSITY","IN","Private-Nonprofit",1893703.49,"1112"
"518","MARIAN UNIVERSITY","IN","Private-Nonprofit",3515913,"1112"
"519","INDIANA WESLEYAN UNIVERSITY","IN","Private-Nonprofit",19493992.84,"1112"
"520","OAKLAND CITY UNIVERSITY","IN","Private-Nonprofit",1335846,"1112"
"521","PURDUE UNIVERSITY","IN","Public",28017326,"1112"
"522","PURDUE UNIVERSITY - NORTH CENTRAL","IN","Public",6279950.63,"1112"
"523","PURDUE UNIVERSITY - CALUMET","IN","Public",13708586.09,"1112"
"524","INDIANA UNIVERSITY PURDUE UNIVERSITY FT WAYNE","IN","Public",22616231.66,"1112"
"525","ROSE-HULMAN INSTITUTE OF TECHNOLOGY","IN","Private-Nonprofit",1294836,"1112"
"526","UNIVERSITY OF SAINT FRANCIS","IN","Private-Nonprofit",3389770,"1112"
"527","SAINT JOSEPH'S COLLEGE","IN","Private-Nonprofit",1447381.88,"1112"
"528","CALUMET COLLEGE OF SAINT JOSEPH","IN","Private-Nonprofit",1941718,"1112"
"529","ST MARY OF THE WOODS COLLEGE","IN","Private-Nonprofit",1978702,"1112"
"530","ST MARYS COLLEGE","IN","Private-Nonprofit",1381094,"1112"
"531","TAYLOR UNIVERSITY","IN","Private-Nonprofit",1697946,"1112"
"532","TRINE UNIVERSITY","IN","Private-Nonprofit",3563672,"1112"
"533","UNIVERSITY OF NOTRE DAME","IN","Private-Nonprofit",3966790,"1112"
"534","VALPARAISO UNIVERSITY","IN","Private-Nonprofit",3087441,"1112"
"535","VINCENNES UNIVERSITY","IN","Public",18541098,"1112"
"536","WABASH COLLEGE","IN","Private-Nonprofit",1027270.23,"1112"
"537","BRIAR CLIFF UNIVERSITY","IA","Private-Nonprofit",1822651,"1112"
"538","BUENA VISTA UNIVERSITY","IA","Private-Nonprofit",5708421.16,"1112"
"539","SOUTHEASTERN COMMUNITY COLLEGE","IA","Public",6421270.61,"1112"
"540","CENTRAL COLLEGE","IA","Private-Nonprofit",2268695,"1112"
"541","CLARKE UNIVERSITY","IA","Private-Nonprofit",1524126,"1112"
"542","COE COLLEGE","IA","Private-Nonprofit",1544759,"1112"
"543","CORNELL COLLEGE","IA","Private-Nonprofit",1610768,"1112"
"544","SOUTHWESTERN COMMUNITY COLLEGE","IA","Public",2749599.82,"1112"
"545","DIVINE WORD COLLEGE","IA","Private-Nonprofit",197675,"1112"
"546","DORDT COLLEGE","IA","Private-Nonprofit",1611686.38,"1112"
"547","DRAKE UNIVERSITY","IA","Private-Nonprofit",2467103,"1112"
"548","ELLSWORTH COMMUNITY COLLEGE","IA","Public",1869733,"1112"
"549","IOWA LAKES COMMUNITY COLLEGE","IA","Public",5032038.39,"1112"
"550","IOWA CENTRAL COMMUNITY COLLEGE","IA","Public",10934698.5,"1112"
"551","GRACELAND UNIVERSITY","IA","Private-Nonprofit",2972110,"1112"
"552","GRAND VIEW UNIVERSITY","IA","Private-Nonprofit",3703047,"1112"
"553","GRINNELL COLLEGE","IA","Private-Nonprofit",1626411.5,"1112"
"554","IOWA STATE UNIVERSITY OF SCIENCE & TECHNOLOGY","IA","Public",23260175,"1112"
"555","IOWA WESLEYAN COLLEGE","IA","Private-Nonprofit",1510316.25,"1112"
"556","LORAS COLLEGE","IA","Private-Nonprofit",1426807,"1112"
"557","LUTHER COLLEGE","IA","Private-Nonprofit",2028485,"1112"
"558","MARSHALLTOWN COMMUNITY COLLEGE","IA","Public",3759232,"1112"
"559","NORTH IOWA AREA COMMUNITY COLLEGE","IA","Public",4813024,"1112"
"560","MORNINGSIDE COLLEGE","IA","Private-Nonprofit",2454579.8,"1112"
"561","MOUNT MERCY UNIVERSITY","IA","Private-Nonprofit",1924007,"1112"
"562","ASHFORD UNIVERSITY","CA","Proprietary",294530726.59,"1112"
"563","NORTHWESTERN COLLEGE","IA","Private-Nonprofit",1562533.5,"1112"
"564","SIMPSON COLLEGE","IA","Private-Nonprofit",2378487.61,"1112"
"565","ST AMBROSE UNIVERSITY - MAIN CAMPUS","IA","Private-Nonprofit",2721698.24,"1112"
"566","UNIVERSITY OF NORTHERN IOWA","IA","Public",13867918.44,"1112"
"567","UNIVERSITY OF DUBUQUE","IA","Private-Nonprofit",3453868,"1112"
"568","UNIVERSITY OF IOWA","IA","Public",15654690.55,"1112"
"569","UPPER IOWA UNIVERSITY","IA","Private-Nonprofit",8806441,"1112"
"570","WALDORF COLLEGE","IA","Proprietary",1609735,"1112"
"571","WARTBURG COLLEGE","IA","Private-Nonprofit",1954657,"1112"
"572","WILLIAM PENN UNIVERSITY","IA","Private-Nonprofit",3902737,"1112"
"573","ALLEN COUNTY COMMUNITY COLLEGE","KS","Public",4662582.18,"1112"
"574","COWLEY COUNTY COMMUNITY COLLEGE & AREA VOCATIONAL TECHNICAL SCHOOL","KS","Public",8867632.7,"1112"
"575","BAKER UNIVERSITY","KS","Private-Nonprofit",2587577.56,"1112"
"576","BETHANY COLLEGE","KS","Private-Nonprofit",1110076.8,"1112"
"577","BETHEL COLLEGE","KS","Private-Nonprofit",753751.76,"1112"
"578","BUTLER COUNTY COMMUNITY COLLEGE","KS","Public",13959323,"1112"
"579","CENTRAL CHRISTIAN COLLEGE OF KANSAS","KS","Private-Nonprofit",1382217.6,"1112"
"580","CLOUD COUNTY COMMUNITY COLLEGE","KS","Public",3257056,"1112"
"581","COFFEYVILLE COMMUNITY COLLEGE","KS","Public",2999968,"1112"
"582","COLBY COMMUNITY COLLEGE","KS","Public",1721963,"1112"
"583","DODGE CITY COMMUNITY COLLEGE","KS","Public",3115797,"1112"
"584","DONNELLY COLLEGE","KS","Private-Nonprofit",1407902,"1112"
"585","FORT HAYS STATE UNIVERSITY","KS","Public",12587489,"1112"
"586","FT SCOTT COMMUNITY COLLEGE","KS","Public",4115715.7,"1112"
"587","BARCLAY COLLEGE","KS","Private-Nonprofit",645450.61,"1112"
"588","FRIENDS UNIVERSITY","KS","Private-Nonprofit",3847788,"1112"
"589","GARDEN CITY COMMUNITY COLLEGE","KS","Public",2714284.23,"1112"
"590","HESSTON COLLEGE","KS","Private-Nonprofit",756232,"1112"
"591","HIGHLAND COMMUNITY COLLEGE","KS","Public",3979307,"1112"
"592","HUTCHINSON COMMUNITY COLLEGE","KS","Public",7923651,"1112"
"593","INDEPENDENCE COMMUNITY COLLEGE","KS","Public",2278776.24,"1112"
"594","KANSAS CITY KANSAS COMMUNITY COLLEGE","KS","Public",13298711.73,"1112"
"595","PITTSBURG STATE UNIVERSITY","KS","Public",10591489,"1112"
"596","EMPORIA STATE UNIVERSITY","KS","Public",6496208,"1112"
"597","KANSAS STATE UNIVERSITY","KS","Public",19607224.54,"1112"
"598","KANSAS WESLEYAN UNIVERSITY","KS","Private-Nonprofit",1458935,"1112"
"599","LABETTE COMMUNITY COLLEGE","KS","Public",2471327,"1112"
"600","MANHATTAN CHRISTIAN COLLEGE","KS","Private-Nonprofit",567709,"1112"
"601","MCPHERSON COLLEGE","KS","Private-Nonprofit",1224686,"1112"
"602","NEOSHO COUNTY COMMUNITY COLLEGE","KS","Public",3288892,"1112"
"603","OTTAWA UNIVERSITY","KS","Private-Nonprofit",4505840,"1112"
"604","PRATT COMMUNITY COLLEGE","KS","Public",1869650,"1112"
"605","NEWMAN UNIVERSITY","KS","Private-Nonprofit",2420428,"1112"
"606","SOUTHWESTERN COLLEGE","KS","Private-Nonprofit",2313729,"1112"
"607","UNIVERSITY OF SAINT MARY","KS","Private-Nonprofit",1076020,"1112"
"608","STERLING COLLEGE","KS","Private-Nonprofit",1157542.93,"1112"
"609","TABOR COLLEGE","KS","Private-Nonprofit",1359825,"1112"
"610","UNIVERSITY OF KANSAS","KS","Public",17543627,"1112"
"611","WASHBURN UNIVERSITY - TOPEKA","KS","Public",11321862,"1112"
"612","WICHITA STATE UNIVERSITY","KS","Public",17720434,"1112"
"613","ALICE LLOYD COLLEGE","KY","Private-Nonprofit",1277459,"1112"
"614","ASBURY COLLEGE","KY","Private-Nonprofit",2234002,"1112"
"615","BELLARMINE UNIVERSITY","KY","Private-Nonprofit",2355002.33,"1112"
"616","BEREA COLLEGE","KY","Private-Nonprofit",6160384.03,"1112"
"617","BRESCIA UNIVERSITY","KY","Private-Nonprofit",1672477,"1112"
"618","CAMPBELLSVILLE UNIVERSITY","KY","Private-Nonprofit",5118097,"1112"
"619","SPALDING UNIVERSITY","KY","Private-Nonprofit",3125827,"1112"
"620","CENTRE COLLEGE OF KENTUCKY","KY","Private-Nonprofit",862531,"1112"
"621","UNIVERSITY OF THE CUMBERLANDS","KY","Private-Nonprofit",3125989,"1112"
"622","EASTERN KENTUCKY UNIVERSITY","KY","Public",26184354.81,"1112"
"623","GEORGETOWN COLLEGE","KY","Private-Nonprofit",2215018.33,"1112"
"624","KENTUCKY CHRISTIAN UNIVERSITY","KY","Private-Nonprofit",1230805.35,"1112"
"625","KENTUCKY STATE UNIVERSITY","KY","Public",7055973,"1112"
"626","KENTUCKY WESLEYAN COLLEGE","KY","Private-Nonprofit",1553859,"1112"
"627","LINDSEY WILSON COLLEGE","KY","Private-Nonprofit",5986309,"1112"
"628","MIDWAY COLLEGE","KY","Private-Nonprofit",3784349.74,"1112"
"629","MOREHEAD STATE UNIVERSITY","KY","Public",15185144.75,"1112"
"630","MURRAY STATE UNIVERSITY","KY","Public",13203819.25,"1112"
"631","WEST KENTUCKY COMMUNITY AND TECHNICAL COLLEGE","KY","Public",10516644,"1112"
"632","UNIVERSITY OF PIKEVILLE","KY","Private-Nonprofit",3195539.29,"1112"
"633","ST. CATHARINE COLLEGE","KY","Private-Nonprofit",1703737.48,"1112"
"634","TRANSYLVANIA UNIVERSITY","KY","Private-Nonprofit",1016099,"1112"
"635","UNION COLLEGE","KY","Private-Nonprofit",2406462,"1112"
"636","UNIVERSITY OF KENTUCKY","KY","Public",20291443,"1112"
"637","ASHLAND COMMUNITY AND TECHNICAL COLLEGE","KY","Public",8540220.56,"1112"
"638","ELIZABETHTOWN COMMUNITY  AND TECHNICAL COLLEGE","KY","Public",16267450.16,"1112"
"639","HENDERSON COMMUNITY COLLEGE","KY","Public",3606230.77,"1112"
"640","HOPKINSVILLE COMMUNITY COLLEGE","KY","Public",10754451,"1112"
"641","BIG SANDY COMMUNITY AND TECHNICAL COLLEGE","KY","Public",10125053,"1112"
"642","SOMERSET COMMUNITY COLLEGE","KY","Public",23210217,"1112"
"643","SOUTHEAST KENTUCKY COMMUNITY AND TECHNICAL COLLEGE","KY","Public",8737865,"1112"
"644","UNIVERSITY OF LOUISVILLE","KY","Public",19964955,"1112"
"645","THOMAS MORE COLLEGE","KY","Private-Nonprofit",1750146.38,"1112"
"646","WESTERN KENTUCKY UNIVERSITY","KY","Public",30992835.21,"1112"
"647","CENTENARY COLLEGE OF LOUISIANA","LA","Private-Nonprofit",1129198,"1112"
"648","DILLARD UNIVERSITY","LA","Private-Nonprofit",4739475,"1112"
"649","NICHOLLS STATE UNIVERSITY","LA","Public",10136152,"1112"
"650","GRAMBLING STATE UNIVERSITY","LA","Public",16060094.83,"1112"
